id,Q2,Q6,Q8,Q10,Q12,Q14,Q19,Q17,Q21,Q26,Q24,Q28,Q30,Q32,Q34,age,organization_var,frame_var,weight
281,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",1,4,Important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,26,1,2,5.49E-05
282,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,2,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,31,2,3,5.49E-05
283,Female,Post-graduate degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,32,1,2,0.118696041
284,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,39,1,3,0.118696041
285,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,32,1,1,5.49E-05
286,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,40,1,1,0.118696041
287,Male,University degree,Very proud,Rural,Rural,Both equally,4,4,"No, I will let them decide what to do.",4,4,Important,Important,"No, I have not used traditional Chinese medicine.",Not at all,22,2,3,0.00169562
288,Male,University degree,Very proud,Rural,Rural,Northern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",5,6,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a month,47,1,3,0.00169562
289,Female,University degree,Very proud,Urban,Both,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",4,5,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a month,27,2,2,0.118696041
290,Male,High school degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,53,1,3,0.779549616
291,Male,Post-graduate degree,Very proud,Rural,Rural,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Important,Important,"No, I have not used traditional Chinese medicine.",Not at all,30,1,1,0.00169562
292,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"No, I will let them decide what to do.",1,1,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,33,1,1,0.118696041
293,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,37,2,2,0.118696041
294,Female,University degree,Very proud,Urban,Both,Northern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",6,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,33,2,2,0.118696041
295,Male,University degree,Very proud,Rural,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,23,1,1,0.00169562
296,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,40,2,1,5.49E-05
297,Male,University degree,Very proud,Urban,Both,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,50,2,1,5.49E-05
298,Male,University degree,Very proud,Urban,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,33,1,3,5.49E-05
299,Male,High school degree,Very proud,Urban,Urban,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,25,1,2,0.779549616
300,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,27,1,2,0.118696041
301,Male,High school degree,Very proud,Rural,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,2,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,29,1,3,10.00008081
302,Female,University degree,Very proud,Urban,Both,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,6,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,26,2,2,0.118696041
303,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,33,2,3,0.118696041
304,Male,High school degree,Very proud,Rural,Rural,Northern Vietnam,1,2,"Yes, I will tell them not to buy pangolin products.",2,2,Important,Important,"No, I have not used traditional Chinese medicine.",Not at all,30,1,3,10.00008081
305,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",4,5,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,29,2,3,0.118696041
306,Male,High school degree,Very proud,Urban,Rural,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",5,7,Important,Important,"No, I have not used traditional Chinese medicine.",Not at all,41,2,3,0.779549616
307,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",4,5,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,24,1,1,0.118696041
308,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",4,5,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,33,2,1,0.118696041
309,Male,High school degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,31,2,1,0.779549616
310,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",1,1,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,24,2,2,5.49E-05
311,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,29,2,3,5.49E-05
312,Male,University degree,Somewhat proud,Rural,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,41,1,1,0.00169562
313,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,3,2,"Yes, I will tell them not to buy pangolin products.",4,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,36,2,2,5.49E-05
314,Female,University degree,Very proud,Urban,Rural,Both equally,6,6,"Yes, I will tell them not to buy pangolin products.",6,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,26,2,1,0.118696041
315,Male,University degree,Very proud,Urban,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,32,1,2,5.49E-05
316,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,42,1,1,5.49E-05
317,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,7,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,22,2,2,5.49E-05
318,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,36,2,1,5.49E-05
319,Male,University degree,Very proud,Urban,Both,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,37,1,2,5.49E-05
320,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,23,1,3,0.118696041
321,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,26,2,3,0.118696041
322,Male,High school degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,53,1,1,0.779549616
323,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,41,2,3,0.118696041
324,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,41,2,2,0.118696041
325,Female,University degree,Very proud,Urban,Both,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",4,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,31,2,1,0.118696041
326,Female,University degree,Very proud,Urban,Both,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",7,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,33,1,3,0.118696041
327,Female,Post-graduate degree,Very proud,Rural,Both,Both equally,2,2,"No, I will let them decide what to do.",2,2,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,25,1,1,3.663160372
328,Female,University degree,Very proud,Urban,Rural,Northern Vietnam,6,5,"Yes, I will tell them not to buy pangolin products.",4,6,Important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a month,28,2,2,0.118696041
329,Male,University degree,Very proud,Urban,Rural,Northern Vietnam,6,1,"Yes, I will tell them not to buy pangolin products.",4,6,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,23,1,2,5.49E-05
330,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,6,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,24,1,3,5.49E-05
331,Male,University degree,Very proud,Urban,Both,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,25,2,1,5.49E-05
332,Male,High school degree,Somewhat proud,Urban,Rural,Southern Vietnam,7,1,"Yes, I will tell them not to buy pangolin products.",3,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,31,1,2,0.779549616
333,Male,University degree,Not very proud,Urban,Urban,Southern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",5,6,Important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a year,39,2,3,5.49E-05
334,Male,High school degree,Somewhat proud,Rural,Rural,Northern Vietnam,3,4,"Yes, I will tell them not to buy pangolin products.",1,1,Important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,20,2,3,10.00008081
335,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",6,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,36,2,2,0.118696041
336,Male,University degree,Somewhat proud,Urban,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",1,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a month,40,1,3,5.49E-05
337,Female,University degree,Very proud,Urban,Both,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",6,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,37,1,3,0.118696041
338,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,28,2,1,5.49E-05
339,Male,University degree,Somewhat proud,Urban,Urban,Northern Vietnam,5,4,"No, I will let them decide what to do.",2,6,Important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a month,28,1,1,5.49E-05
340,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,5,Very important,Slightly important,"No, I have not used traditional Chinese medicine.",Not at all,26,1,2,0.118696041
341,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,5,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a month,32,2,1,5.49E-05
342,Female,Post-graduate degree,Very proud,Urban,Both,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,4,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a week,53,2,2,0.118696041
343,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,5,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,26,2,2,0.118696041
344,Male,Post-graduate degree,Very proud,Urban,Urban,Southern Vietnam,5,5,"No, I will let them decide what to do.",4,4,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,28,1,1,5.49E-05
345,Female,University degree,Very proud,Urban,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,5,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,29,1,3,0.118696041
346,Female,Post-graduate degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,36,1,3,0.118696041
347,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,38,1,2,0.118696041
348,Female,High school degree,Very proud,Urban,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,19,2,3,10.00008081
349,Male,Post-graduate degree,Very proud,Rural,Rural,Northern Vietnam,7,5,"No, I will let them decide what to do.",2,2,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,35,2,2,0.00169562
350,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,5,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,29,2,1,0.118696041
351,Male,University degree,Very proud,Urban,Urban,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,47,2,3,5.49E-05
352,Male,University degree,Very proud,Rural,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",1,1,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,36,1,2,0.00169562
353,Male,University degree,Somewhat proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,33,1,2,5.49E-05
354,Female,High school degree,Very proud,Urban,Rural,Southern Vietnam,7,7,"No, I will let them decide what to do.",6,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,44,1,1,10.00008081
355,Female,University degree,Very proud,Urban,Rural,Southern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",4,5,Important,Important,"No, I have not used traditional Chinese medicine.",Not at all,29,2,1,0.118696041
356,Female,University degree,Very proud,Urban,Rural,Both equally,7,6,"Yes, I will tell them not to buy pangolin products.",4,5,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,24,1,1,0.118696041
357,Male,High school degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,53,2,1,0.779549616
358,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,5,5,"Yes, I will tell them not to buy pangolin products.",7,6,Slightly important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,27,2,3,0.118696041
359,Male,University degree,Very proud,Urban,Urban,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,47,2,1,5.49E-05
360,Female,University degree,Very proud,Rural,Rural,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",6,6,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,44,2,2,3.663160372
361,Female,University degree,Very proud,Urban,Both,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",6,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,35,2,2,0.118696041
362,Male,University degree,Very proud,Urban,Urban,Both equally,6,6,"Yes, I will tell them not to buy pangolin products.",5,6,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a month,35,2,3,5.49E-05
363,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",4,6,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,28,1,3,5.49E-05
364,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",6,5,Very important,Slightly important,"No, I have not used traditional Chinese medicine.",Not at all,25,1,3,5.49E-05
365,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,39,1,1,0.118696041
366,Male,Less than high school degree,Very proud,Urban,Urban,Southern Vietnam,6,1,"Yes, I will tell them not to buy pangolin products.",4,1,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,28,1,1,0.779549616
367,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,34,1,2,5.49E-05
368,Female,University degree,Very proud,Urban,Both,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",3,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,21,1,1,0.118696041
369,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Slightly important,"No, I have not used traditional Chinese medicine.",Not at all,31,1,3,0.118696041
370,Male,High school degree,Very proud,Rural,Rural,Northern Vietnam,7,1,"Yes, I will tell them not to buy pangolin products.",2,6,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,21,2,1,10.00008081
371,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,41,2,2,0.118696041
372,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a year,34,2,1,5.49E-05
373,Male,Less than high school degree,Very proud,Urban,Both,Both equally,7,6,"Yes, I will tell them not to buy pangolin products.",5,7,Slightly important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,44,2,3,0.779549616
374,Male,High school degree,Very proud,Urban,Rural,Southern Vietnam,7,2,"Yes, I will tell them not to buy pangolin products.",2,2,Very important,Not important at all,"Yes, I have used traditional Chinese medicine.",A few times a year,23,2,3,0.779549616
375,Male,Post-graduate degree,Very proud,Urban,Rural,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",7,6,Important,Important,"No, I have not used traditional Chinese medicine.",Not at all,29,2,2,5.49E-05
376,Male,University degree,Very proud,Urban,Urban,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,47,1,1,5.49E-05
377,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,39,1,2,0.118696041
378,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,3,Very important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a month,32,2,2,5.49E-05
379,Male,High school degree,Very proud,Rural,Rural,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",3,6,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,22,1,3,10.00008081
380,Male,University degree,Very proud,Urban,Rural,Northern Vietnam,6,4,"Yes, I will tell them not to buy pangolin products.",2,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,28,1,3,5.49E-05
381,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,4,5,"Yes, I will tell them not to buy pangolin products.",4,5,Very important,Very important,"No, I have not used traditional Chinese medicine.",A few times a year,44,2,3,5.49E-05
382,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,47,1,2,5.49E-05
383,Male,University degree,Very proud,Urban,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,28,1,1,5.49E-05
384,Female,University degree,Very proud,Rural,Rural,Northern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",7,6,Very important,Important,"Yes, I have used traditional Chinese medicine.",Everyday,44,1,2,3.663160372
385,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,23,2,3,0.118696041
386,Female,University degree,Very proud,Urban,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,6,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,33,2,1,0.118696041
387,Male,University degree,Very proud,Urban,Both,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,4,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,26,2,1,5.49E-05
388,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,1,1,"Yes, I will tell them not to buy pangolin products.",1,1,Very important,Slightly important,"No, I have not used traditional Chinese medicine.",Not at all,31,2,2,5.49E-05
389,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,31,1,2,5.49E-05
390,Male,Post-graduate degree,Very proud,Urban,Urban,Northern Vietnam,6,4,"Yes, I will tell them not to buy pangolin products.",5,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,27,2,3,5.49E-05
391,Male,University degree,Somewhat proud,Urban,Rural,Southern Vietnam,6,7,"No, I will let them decide what to do.",2,7,Important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a year,36,1,1,5.49E-05
392,Male,University degree,Very proud,Urban,Rural,Northern Vietnam,6,5,"Yes, I will tell them not to buy pangolin products.",4,6,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,26,2,1,5.49E-05
393,Male,High school degree,Very proud,Urban,Rural,Northern Vietnam,1,4,"Yes, I will tell them not to buy pangolin products.",2,1,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,29,1,1,0.779549616
394,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,38,1,3,0.118696041
395,Male,Post-graduate degree,Very proud,Urban,Urban,Southern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",1,2,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,29,1,3,5.49E-05
396,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,24,2,3,5.49E-05
397,Female,High school degree,Very proud,Urban,Rural,Northern Vietnam,1,1,"Yes, I will tell them not to buy pangolin products.",6,6,Important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,30,1,2,10.00008081
398,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,4,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,21,1,1,0.118696041
399,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,30,1,3,5.49E-05
400,Male,High school degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,53,1,2,0.779549616
401,Male,University degree,Very proud,Urban,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,1,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,40,2,1,5.49E-05
402,Female,University degree,Very proud,Urban,Both,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",7,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,36,2,2,0.118696041
403,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,41,2,2,0.118696041
404,Female,University degree,Very proud,Urban,Both,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,3,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,31,2,1,0.118696041
405,Male,Post-graduate degree,Very proud,Urban,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,31,2,3,5.49E-05
406,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",1,1,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,24,2,2,0.118696041
407,Male,University degree,Somewhat proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,4,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a week,24,1,2,5.49E-05
408,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",2,1,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,29,1,3,5.49E-05
409,Female,University degree,Somewhat proud,Urban,Urban,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",4,4,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,26,1,1,0.118696041
410,Male,University degree,Very proud,Urban,Both,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",2,4,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,46,2,2,5.49E-05
411,Male,Post-graduate degree,Somewhat proud,Urban,Urban,Northern Vietnam,5,5,"Yes, I will tell them not to buy pangolin products.",5,5,Slightly important,Slightly important,"No, I have not used traditional Chinese medicine.",Not at all,51,2,1,5.49E-05
412,Male,Post-graduate degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,3,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,28,2,3,5.49E-05
